TF	Gene	Variance_Explained	Rank	Count	Sign
Nfil3	Spry1	0.07071986691792487	3606.75	1	1
Bcl11b	Golm1	0.06825480515236687	4800.5	2	1
Ski	Golm1	0.066028741833976	4795.5	2	1
Rreb1	Sh2d3c	0.06594446677138244	3604.75	1	1
Foxk2_Foxp1...	Aldh3a2	0.06572825157393941	3603.25	1	1
Ankzf1	Ube2v1	0.06441142175319031	3602.25	1	1
Cic	Aldh3a2	0.06354488241152728	3601.75	1	1
Satb1	Dhrs1	0.06332929936937665	3601.25	1	1
Arid5a	Riok3	0.06314869128915829	3600.75	1	1
E2f1	Golm1	0.06212988812452713	3598.75	1	1
Cebpb	Golm1	0.06148542574447885	3602	1	1
Klf4	Papss1	0.05839279654500612	3601	1	1
Sp100	Aldh3a2	0.057738800213558816	3595.75	1	1
Mxd4	Golm1	0.05691531673818989	3595.25	1	1
Bbx	Armcx2	0.05556944244199902	3600.5	1	-1
Atf2	Plod3	0.05278033541694238	4787	2	-1
Zeb1	Aldh3a2	0.05273387819780284	3600	1	-1
Hsf1	Tfg	0.05213220964191134	4785	2	1
Nfe2l2	Sh2d3c	0.051404628788494056	3593.25	1	1
Bcl6	Aldh3a2	0.049021015092399756	3591.75	1	1
Kdm5b	Spry1	0.04845999501486492	3590.25	1	1
Bcl6	Gja1	0.04770886192088214	4786.5	2	0
Ahr	Sh2d3c	0.04767125864850691	3598	1	-1
Sp100	Emb	0.04749923204021794	3597	1	1
E2f1	Slc38a1	0.04601303086092229	4783.5	2	1
Nfat5	Dusp6	0.04600544444288335	4780.5	2	1
Junb	Slc38a1	0.045725891203228286	3589.25	1	1
Atf2	Armcx2	0.045375837150496645	3588.75	1	1
Jun	Ddr1	0.044583281745968484	3595.5	1	-1
Klf10_Klf11	Sh2d3c	0.044024924562263146	3587.25	1	1
Zfp426	Dusp6	0.042797499266834294	3594.5	1	1
Hbp1	Dusp6	0.041861550799855596	4780	2	1
Egr1	Dusp6	0.041687781479824326	3593	1	-1
Rest	Papss1	0.04157920436507989	3585.75	1	1
Hmga1_Hmga1-rs1	Emb	0.039681339795899995	3592	1	1
Ahctf1	Ube2v1	0.03964912169690077	4781	2	1
Pbx2	Riok3	0.03921074254227486	3591.5	1	1
Atf6	Ube2v1	0.03852476657022513	3590.5	1	1
Atf6	Slc38a1	0.03499827799735683	3590	1	1
Arid2	Armcx2	0.03433875708261552	3589.5	1	1
Zfp52	Spry1	0.034309704832969135	4776.5	2	1
Hif1a	Tfg	0.034220722342129806	3589	1	1
Ahr	Emb	0.033959062355339464	3588.5	1	1
Etv6	Sh2d3c	0.032696613890295656	3582.75	1	-1
Irf2	Armcx2	0.03190468635546062	3587	1	1
Atf5	Ube2v1	0.030898715907195506	3585	1	1
Klf4	Ube2v1	0.029055608003593858	3581.75	1	1
Runx2	Gsn	0.028381116426097697	3581.25	1	1
Zbtb20	Golm1	0.028198378271859004	3583.5	1	1
Irf7	Psph	0.028172215112636956	3583	1	1
Hif1a	Psph	0.028171670448153663	3580.75	1	1
Hif3a	Emb	0.027214835373876645	3582.5	1	1
Atf2	Slc38a1	0.02581949022799873	3582	1	-1
Creb1	Armcx2	0.024537672951543243	4767.5	2	0
Ahr	Golm1	0.024520819896891144	4766	2	-1
Irf7	Anapc1	0.0243404713636845	4769.5	2	1
Nfe2l2	Plod3	0.023450971037587864	3577.25	1	1
Bcl6	Dhrs1	0.021741371395205544	3580	1	1
Sp4	Sh2d3c	0.021120376804895147	4766.5	2	1
Irf1	Psph	0.020901828180575455	3579.5	1	1
Foxo3	Papss1	0.020191711043762384	3575.25	1	1
Arid2	Gja1	0.019285249054490528	3577.5	1	-1
Tbx21	Dazap2	0.019237767000136574	3577	1	-1
Creb3l2	Tfg	0.018286187535517695	3574.25	1	1
Zkscan1	Slc38a1	0.01819518569433415	3573.75	1	1
Batf	Tfg	0.017371851789214687	3572.75	1	1
Egr1	Psph	0.016990959077513024	3575	1	1
Atf5	Anapc1	0.01687417892668086	4763	2	1
Nfat5	Ube2v1	0.01617279272794253	3574.5	1	-1
Irf4	Spry1	0.015700148750160625	4761	2	1
Klf7	Papss1	0.01386134326686811	3569.25	1	1
Rel	Tfg	0.013834176297653988	3568.75	1	1
Bbx	Dazap2	0.012458672362253398	3567.75	1	1
Sp4	Golm1	0.011333721694789578	4759	2	1
Runx1	Armcx2	0.011182040362898604	3566.75	1	1
Foxk2_Foxp1...	Papss1	0.011095748620052859	3572	1	1
Bcl6	Tfg	0.010893901908596404	3571.5	1	1
Runx1	Slc38a1	0.01075371202721953	4752.5	2	0
Bcl11b	Papss1	0.010667293625708507	3565.75	1	1
Zeb2	Dusp6	0.0076095046010389855	3571	1	1
Srf	Emb	0.007487901816676634	3570	1	1
Nfat5	Spry1	0.005412435735944909	4752.5	2	1
Batf	Armcx2	0.004815114310613933	3564.25	1	1
Ankzf1	Papss1	0.003952982532295923	3567	1	-1
Ahctf1	Anapc1	0.0032703271995352945	3562.25	1	1
