TF	Target	Confidence
Pknox1	Ss18	0.9127870716164717
Arid2	Sgk1	0.9125524993984049
Foxo3	Myo18a	0.9123830180210694
Lyl1_Tal2	Sptlc1	0.9123811008827833
Kdm2b	Plekho1	0.9122231233670354
Bach1	Hspg2	0.9121562193712937
Rbpj	Samsn1	0.9120710788093748
Smad4	H2afx	0.9120471380058185
Bcl11b	Casp3	0.9120275579288891
Jun	Lpp	0.9119840568901026
Satb1	Plxnd1	0.9119765638637674
Cic	Plxnc1	0.9119569446797444
Egr1	Angptl4	0.9118812071718799
Stat1	Snx10	0.9118638098616771
Satb1_Satb2	Id1	0.9116862434880519
Hmgb1	Rnf149	0.9116088468958907
Dzip1	Bambi	0.9116054599040576
Klf4	Prnp	0.9113674004468879
Klf10	Trib2	0.9112712780570389
Crem	Nr4a1	0.9112686396651484
Arid2	Dazap2	0.9112501012193444
Mafg	Plekho1	0.9112049236839829
Egr2	Cxcr4	0.9111043356132817
Batf	Nupr1	0.9110502585320914
Arid3a	Tmbim1	0.9109960078754166
Foxp1	Rad52	0.9108780061332771
Foxo3	Itgb7	0.9107873622862696
Myb	St7l	0.9107754964113953
Ash1l	Tubgcp5	0.9107499586842769
Zfp101	Dnmt3b	0.9107485073521056
Cebpg	Pgam1	0.910744048398114
Foxp1	Smox	0.91071695999461
Mafg	Pcmt1	0.9106996058200102
Tal2	Satb1	0.9106803383448543
Aebp2	Ifit2	0.9106367285446594
Egr3	Dusp12	0.9103804343870827
Irf1	Tbx21	0.9102258904319768
Klf10_Klf11	Moap1	0.9101744839013356
Mtf2	Arrb2	0.9100905576157782
Kdm5b	Hsd17b7	0.9100640331305592
Zeb2	Cxcr6	0.9100523862848258
Batf	Ptp4a3	0.9099765580074111
Ahctf1	Nxn	0.9099548126225132
Klf10_Klf11	Anapc1	0.9099545510739472
Atf6	Casp3	0.9099121460394258
Batf	Mxi1	0.9098679037525812
Ikzf4	Heatr1	0.9098407579716894
Smad4	Sh3bp1	0.9098367468427518
Rela	Cd4	0.9098195422235776
Nr3c1	Dclre1a	0.9098007469863569
Pbx2	Plekho1	0.9097889753900593
Hif1a	Slc7a3	0.9097708155445764
Zbtb17	Rdh11	0.9097115402058934
Hbp1	Acss1	0.9096983910905978
Lyl1_Tal2	Spn	0.9096725862022738
Batf	Lgals1	0.9096546549722732
Arid3a	L1cam	0.909633019671773
Bach1	Rtp4	0.9094404817710906
Arid2	Pafah1b3	0.9093084088064263
E4f1	Aig1	0.9089484146393407
Srebf2	Cltb	0.9087904978785134
Junb	Foxo1	0.9087902972535593
Smad4	Ninj1	0.9086545499746133
Batf	Enpp1	0.9086372730513566
Stat2	Lpin2	0.9085592966778337
Bach1	Reps1	0.9084953503617956
Bcl6	Cxcr4	0.9084924703132082
Kdm5b	2310033P09Rik	0.9084859884835039
Cux1	Ppp3cc	0.9082606241967597
Foxn2	Armcx2	0.9082596466208641
Fosl2	Bcl2l2	0.9081846047544077
Hbp1	Spry1	0.9081807846877009
Stat2	Ms4a4c	0.9081108758277061
Myb	Plod2	0.9080652174855663
Zbtb17	Hmgcr	0.9078444127058056
Cebpb	Map3k8	0.907785240148586
Nfic	Slc19a2	0.9077200058101574
Fli1	Sepw1	0.9075338531643052
Elk3	Zfp36l2	0.9074275301649637
Bach1	Perp	0.9073324757636911
Trps1	Lrmp	0.907225085292643
Tal2	Tmem19	0.9072020051461471
Lef1	R3hdm1	0.9071879927007251
Cic	Socs3	0.9071815133390191
Cic	Arid5a	0.906931776122121
Stat3	Ppm1d	0.9069269115729459
Crem	Rassf3	0.90688979427427
Irf9	Oasl2	0.9068656513272793
Atf2	Lpin2	0.9068109359320585
Bach1	Gripap1	0.9067820625733636
Nr1h2_Nr1h3	Ece1	0.9066866036157023
Rela	Txk	0.906470323503793
Zfp52	Rai14	0.9064544749315139
Sp110	Jak2	0.9064240595333617
Phf1	Tmc6	0.9063556324744931
Zbtb1	Ptger4	0.9062554258091527
Klf6	Mpzl2	0.9062062593108724
Pknox1	Gypc	0.9060938490215846
Satb1_Satb2	Serpinb9	0.9058636359337058
Batf	Cebpb	0.9057186792825375
Mxd4	Mfge8	0.9054872351374218
Fosl2	Ada	0.9054712107843493
Dzip1	Il2ra	0.9052679355426887
Mafg	Il1rn	0.9049545719094222
Sox4	Stra6	0.9048974617029163
Arid2	Asns	0.9048769238943988
Nr3c1	Ercc5	0.9048091291426615
Lyl1_Tal2	Ptger2	0.9046890456125489
Atf5	2310033P09Rik	0.904656372110403
Hif1a	Ero1l	0.9046541401740471
Usf2	Batf	0.9046315698252868
Sp110	Dnajc27	0.904619735630631
Cebpg	Ptp4a1	0.9045008327115154
Atf2	Slc35d1	0.9044793226044037
Pknox1	Hsd17b7	0.9044351159224262
Batf	Zfp568	0.9041807685044181
Arid3a	Ankmy2	0.9041760012482836
E4f1	Rel	0.9041734455899944
Batf	Map3k1	0.904050868336241
Scml4	Gypc	0.9039614784953617
Batf	Mapk3	0.903857697948554
Mxd4	Chac1	0.903801427948147
Irf8	Psme1	0.9037935720721816
Atf2	Slamf6	0.9037630814340132
Nr4a3	Nek6	0.9037313348771316
Stat1	Hlcs	0.9036622270180897
Fosl2	Bbc3	0.9035054093397515
Ahr	Sult2b1	0.9034582469723011
Bach1	St3gal1	0.9034491548147325
Foxn2	Tspan13	0.9033705780131329
Batf	Bzw2	0.9032870111697324
Bhlhe40	Kifc3	0.9030960860351921
Creb3l2	Pvt1	0.902976570395283
Cux1	Dusp22	0.902842724104192
Atf5	Cep68	0.9027806255002445
Ski	Aim1	0.9027714705588027
Cux1	H2afx	0.9027527946928103
Mxd4	Tmem43	0.9024680057224086
Fli1	Ecm1	0.9023918883300948
Arid3a	Cox17	0.9023561434924208
Rreb1	Rasgrp1	0.9023420610825321
Ahctf1	Qrich1	0.9023084886654464
Hbp1	Il3	0.9022090926606618
