TF	Target	Confidence
Gata3	Ahnak	0.33765758172164106
Creb1	Kctd12	0.33763310579200556
E4f1	Ly6c1	0.33763194673389574
Nr3c1	Guca1b	0.33760093882014475
Klf4	Mapk3	0.3374910011961685
Plscr1	Got1	0.3374854765286762
Nr4a2	Crip1	0.3374593493417133
Zbtb1	Rgs16	0.33744937337531034
Egr1	Ap3b1	0.33739686195539254
Mtf2	Csnk1e	0.33737668882821414
Ets1	Ccdc92	0.3372946596982037
Ncoa3	Tnfsf9	0.33726564228460365
Atf6	Il1r1	0.33721266218078494
Zbtb44	Bcl11b	0.3371973683416124
Aebp2	Nlgn2	0.33716871644641233
Zfp526	Map3k1	0.33680307587071245
Fosl2	Nrp1	0.33669358538191296
Atf5	Acsl4	0.3365865396523403
Zhx1	Ivd	0.3365432483084808
Cux1	Nkain1	0.33652840186108
Zfp52	Sell	0.33650444651931055
Hmga1_Hmga1-rs1	Ets2	0.33649208988193824
Zbtb45	Rpl14	0.3363723424030365
Ets2	Tulp3	0.33635040467100175
Zeb2	Ski	0.3363108123087303
Nfic	Stat3	0.33625568494398295
Klf4	Gatm	0.33617520202946305
Cux1	Oxct1	0.33614132536348884
Rreb1	Bbc3	0.33603044428213347
Hmgb3	Myo10	0.3359814312853988
Mga	Gzmb	0.3359637373658989
Stat2	Map3k8	0.33585331520658956
Ncoa3	Jak2	0.3358306686833231
Nfat5	Slc38a1	0.3356933884048193
Atf5	Trat1	0.3355673612445781
Elk3	Aldh3a2	0.3354120266217694
Satb1	Cyth3	0.3353791363341504
Rorc	Smox	0.33537409924474326
Deaf1	Rasgrp1	0.3352808042321077
Zfp52	Zadh2	0.33517826387918837
Cdc5l	Asf1a	0.3351715856829963
Klf13	Larp1b	0.3351012130394775
Srebf2	Lpp	0.33509581536248867
Fosl2	Sytl2	0.3350480920811194
Zfp277	0610007P14Rik	0.33495855969304955
Snapc2	Sh3bp5	0.33495545607238
Fosl1	Arl4c	0.3349303584561085
Satb1	Lgals7	0.334817602032641
Bcl6	Bcl2l2	0.3347494877150896
Fli1	Igfbp4	0.33472727962263504
Klf9	Fbxo18	0.3346938047467892
Ddit3	Ptp4a1	0.33468755920762716
Zfp202	Crem	0.33467716055269625
Zbtb1	Mbp	0.33458969519174675
Klf10	Slc6a6	0.3345624533486995
Ets2	Mapk3	0.3345478449985889
Drap1	Traf6	0.3345040195471245
Cux1	Decr1	0.33449582713322146
Cenpb	Traf6	0.3344588785484591
Zfp277	Serpinf1	0.33443837475056226
Tef	Acy1	0.33441284515414693
Klf7	Timp1	0.3343315808232673
Tal2	Cd74	0.3343245935817405
Rreb1	Hmgcl	0.3342196186046711
Zbtb44	Epb4.1l2	0.33419012097653233
Cic	Kctd17	0.33413711805084934
Rela	Stambp	0.33411341180438814
Zfp654	Vav1	0.33406525510733276
Smad4	Dst	0.3339796316518633
Tal2	Spn	0.3339789187091877
E2f1	Ccdc50	0.3338801751875562
Bhlhe40	Tmbim1	0.3338668505036444
Atf6	Lrmp	0.33379134923730414
Klf10_Klf11	Vps54	0.33376097160481044
Bach1	Prkd3	0.33372374907142344
Zfp62	Cs	0.3336831472139261
Irf4	Srpk2	0.3336560217572282
Sp4	Psph	0.3336327468481384
Egr3	Slamf6	0.33361118342515306
E2f1	Oxct1	0.33361091923543573
Rreb1	Trim26	0.3335889696047316
Rora	Marveld1	0.3335797882515815
Srebf1	Ift57	0.33355413839547654
Nfkb1	Id1	0.3335495630497375
Rreb1	Notch1	0.33351674195596104
Ncoa1	Chst15	0.33347465219080974
Gata3	Cd84	0.33347221214084577
Foxk2_Foxp1...	Ypel3	0.3334527813456909
Klf4	Satb1	0.33342549460663395
Hmgb3	Ly9	0.3333130426761225
Rreb1	Igf2r	0.33328996464274474
Tal2	Eef1a1	0.3332818063979456
Mafg	Chst15	0.33326474135889617
Etv6	Aste1	0.3332422602198659
Elf1	Fam3c	0.33322809427233213
Arid2	Gpatch4	0.33322163444105246
Mtf2	BC029722	0.33306315152922705
Zfp52	Dhcr7	0.3329644495311399
Creb3l2	Fundc2	0.33291426550054437
Runx2	Aig1	0.3329028351233073
Zfp202	Itgb7	0.3328801225668595
Ankzf1	Arrb1	0.3328555497236261
Klf9	Mmd	0.33279807526950766
Skil	Sun1	0.3327741176469601
Pbx2	Ptp4a1	0.33268407159702196
Stat3	Gpr65	0.3326002742068739
Zfp277	Slc6a6	0.33258905212478773
Rel	Plscr3	0.3325290927980371
Zfp426	Actn1	0.33248916576446863
Lef1	Zdhhc2	0.33241539187517977
Foxp1	Ifitm3	0.332371842200998
Erf	Zbed4	0.3323594278422516
Bbx	Fli1	0.33235616504141885
Nfkb2	Cpd	0.3323324805813037
Hmga1_Hmga1-rs1	Satb1	0.3323057424218774
Sp3	R3hdm1	0.33229777708568553
Cdc5l	Cebpb	0.3322755593131319
Arid3a	Serpine2	0.3322732152746416
Zmiz2	Heatr1	0.33221866775896836
Fosl1	Tle1	0.33220255693241363
Cggbp1	Angptl4	0.33219044744758053
Hif1a	Parp9	0.3321477040665848
Myb	Stx1a	0.3320458076516196
Zfp101	Siah1a	0.33199432641807847
Hmgb3	Tpm1	0.33193821027946513
Batf	Igf2bp3	0.3319309530896254
Stat5b	Hook2	0.33181343688573295
Cic	Tspan6	0.3317861331762174
Rreb1	Snx19	0.3316578890415566
Klf9	Lilrb4	0.3316475718994516
Foxk2_Foxp1...	Socs3	0.33150567234877226
Nfat5	Cdk6	0.3313629888720193
Batf	Ripk1	0.3313590270932292
Satb1_Satb2	Ifitm3	0.33133233965499176
Ikzf4	Rbpj	0.3312769113231653
Arid5a	Bmpr1a	0.3312736735533882
Zbtb22	Cbx4	0.331051935554153
Srebf1	Pim1	0.3310454711914509
Arid3a	Lgmn	0.330991501096647
Tef	Tmem38b	0.3309326230220567
Stat4	Fas	0.33092845308697816
Fosl2	Antxr2	0.33089160095585335
Zfp53	Pbx2	0.3308743195921321
Cggbp1	Rdh10	0.3308699051087175
Egr2	Cxcr4	0.33084567907186546
Skil	Abca1	0.3306973871800927
Egr1	Mcoln2	0.3306380088984847
Zfp35	Atf6	0.33060110644089824
Bbx	Mapk6	0.3305507769558651
Kdm2b	Trim12a	0.3305003730390883
Mxi1	Adarb1	0.3304591252224357
Zbtb1	Pde7a	0.3304245185489595
Phf1	Ecm1	0.33041590404302246
Nfkb2	Sh3bp1	0.3303951319945668
Gfi1	Gtse1	0.3303479038456867
Stat3	Il1r1	0.33034672822072675
Arid3b	Cd79b	0.33015064529217275
Ahctf1	Sepw1	0.33010662888504605
Zfp64	Alcam	0.329981995479792
Zfp329	Abcd3	0.329971681092745
Arid5a	Il21	0.32996884273374893
Hmgb3	Eno3	0.32994766797368114
Tef	Piga	0.3298889999360949
Mafg	Rpl10a	0.3298329953555572
Batf	Adam9	0.32982402504095976
Elf1	Hk2	0.3298105052163012
Zfp202	Ddr1	0.32981035907021117
Rela	Gypc	0.3298003293686359
Crem	S1pr1	0.32976034004864896
Sox4	Nr4a3	0.32975539910561635
Bhlhe40	Tbc1d14	0.32974406871872985
Nr3c1	Ncf1	0.3296939939994563
Egr2	Zfp36l2	0.32967741576877774
Pknox1	Vamp2	0.32966924285118293
Ncoa3	Il4ra	0.32962564350933354
Kdm5b	Pten	0.32962281988543063
Gfi1	Ahr	0.32959678149675
Relb	Abhd6	0.3295921108301525
Hbp1	Ifit1	0.32953627123181517
Zfp688	Bbc3	0.3295360252671008
Cdc5l	Max	0.32948574252084817
Gtf2ird1	Tnfrsf25	0.3294754684297597
Crem	Trim13	0.3294148632720044
Arid5a	Tnfaip8	0.32936263684767386
Zfp526	Epc1	0.32931777538572593
Zbed4	Dusp12	0.32931099822485
Sp3	Cdc25b	0.32928187404827736
Pou6f1	Twsg1	0.3292730093581918
Zfp275	Rab8b	0.32916868064026417
Zfp275	Hspg2	0.3290635016259559
Ash1l	Mapkbp1	0.3290539695591135
Zfp296	Basp1	0.3289910690085901
Atf6	Frmd4b	0.32897502934246536
Usf2	Marcksl1	0.3289598142425936
Klf3	H1f0	0.3288998034610734
Zbtb20	Nfyb	0.3288500863269116
Sox4	Tbx21	0.3288496190166298
Phf20	Cox7a2l	0.3288483428138965
Kdm5b	Plxnd1	0.32884444745544894
Fosl2	Adam10	0.3288244122735664
Sox4	Jak3	0.32880746080841006
Bcl6	Sec14l1	0.3288014361282221
Satb1	Gne	0.32879932228736075
Fosl1	Nts	0.32877821434209953
Lyl1_Tal2	Slc39a14	0.32876217409456354
Ets1	Mpzl2	0.32875895435911207
Batf	Ddr1	0.3287247737321276
Sp100	Stat4	0.32871094505957266
Pou6f1	Qrich1	0.3286760823858067
Egr2	Dusp22	0.32866342031673834
Rxrb	Ppic	0.3286435248384141
Zfp688	Vav1	0.3286269356402751
Ddit3	Ptprs	0.32860335927839834
Nfic	Ptprj	0.3285839687078501
Rora	Lgals3bp	0.3285564558106381
Mafg	Ormdl1	0.3285504159260568
Zbtb44	Xpnpep1	0.3285259882832736
Bach1	Gnptab	0.32847644522944497
Zfp51	Tex261	0.3284637934419875
Ets2	N4bp2l1	0.32843261651980926
Klf3	Clk3	0.32841802704598877
Mga	Tubb2b	0.32839213306507886
Zeb2	Casp6	0.3283158235774254
Cggbp1	Tmem71	0.3282001537077197
Srebf2	Cltb	0.32819235966780735
Zfp275	Gfi1	0.328184604654156
Bcl6	Nedd4	0.32818081113224085
Litaf	Cdadc1	0.3281735397991864
Foxn2	Ap3b1	0.3281670517783577
Zbtb44	Slc39a1	0.3281590831606038
Zbtb22	Cnot1	0.32810602558272994
Hif3a	Slamf7	0.32810440035401967
Irf8	Rsad2	0.32807367549479893
Cenpb	Pmm1	0.3280520900098989
Bcl11b	Litaf	0.3280466770010285
Stat4	Gbp4	0.32804119421954747
Klf3	Mapkbp1	0.3279862966823732
Stat3	Rara	0.3278955370951385
Nr4a2	Ms4a4b	0.3278386678493628
Stat2	Hlcs	0.3278364865557212
Sp100	Myo6	0.32772964296111684
Arid5a	Cmtm7	0.32770951110899904
Runx1	Snx10	0.3276092253543771
Atf3	0610012G03Rik	0.3275861784492683
Klf10	Epcam	0.3275364313070117
Cebpb	Ddit3	0.32749500044923363
Scml4	Phldb1	0.32746948067262627
Mxd4	Dgat1	0.3274649076788305
Zbtb7a	Vamp4	0.3274525350302381
Tal2	Sytl3	0.32741941872835545
Zfp84	Tspan3	0.3274135336483167
Batf	Anxa4	0.3273934622143513
Bach1	Socs2	0.3273659742987527
Cebpb	Tmem43	0.3273592360911065
Foxn2	Clybl	0.3273076514983304
Cux1	Psme1	0.32730647236335886
Tcf3	Epsti1	0.3272805161754422
Relb	St3gal1	0.32721855443174197
Irf4	Cysltr1	0.3271743158227357
Foxo3	Sepp1	0.3271039186003547
Cebpb	Hemk1	0.32700207520902924
Cic	Ctla2a	0.32698813002716254
Nr4a3	Adipor2	0.3269731381812453
Rel	Tnfsf9	0.3269073012555864
Zbed4	Nck2	0.32690477539103635
Tcf12	Ell2	0.32690221980260403
Cic	Lgals1	0.32683709126801164
Pou2af1	Ptp4a3	0.3268096893018151
Irf7	Stat2	0.32665230276870716
Ncoa1	Psme2	0.32662736775384726
Terf1	Aldh3a2	0.32660672088851717
Myb	Zfpm1	0.32659999540736484
Aebp2	Mafg	0.3265837644241609
Nfe2l2	Penk	0.32652876530043384
Srebf2	Mllt6	0.326438469896256
Ikzf4	Akr1c12	0.3263773217569852
Tbx21	Ifi203	0.326372108959195
Rel	Bcl2l1	0.3263635518160004
Skil	Dhcr24	0.32633781942664086
Batf	Zfp239	0.3263377768087481
Foxp1	Lilrb4	0.32614125887096357
Zfp52	Hspa4l	0.32613711790984834
Batf	Tfpi	0.3260673380792144
Klf10	Cyth1	0.32605006153558436
Zbtb7a	Acss1	0.32596863972699963
Mbd6	BC029722	0.3259593501910739
Foxp1	Sars	0.32589799198631764
Zfp281	Rbms2	0.325894503308762
Deaf1	Slc14a1	0.3257136579965235
Bcl11b	Emb	0.3257077715568637
Cenpb	Acad8	0.3256938167563932
Zhx1	Tm9sf4	0.3256880333487322
Fli1	Zfp36	0.3256600738396239
Ikzf4	Sf3b3	0.32562195661522464
Hmga1_Hmga1-rs1	B3gnt2	0.325595663368312
Mafg	Enpp1	0.32557843426855226
Zfp260	Itgb1	0.32557127157851384
Zfp160	Ptp4a1	0.3254360371537296
Batf	Sult2b1	0.3254125646893442
Klf9	Emp3	0.3253965240359942
Stat3	Rexo4	0.32537092432767245
Bbx	Ormdl1	0.3253485041502734
Bcl11b	Cyth3	0.325336918413898
Gfi1	Slc7a3	0.32524233122990964
Cdc5l	Epsti1	0.32509598322223177
Klf3	Ell2	0.32507421373148815
Klf10_Klf11	Il17a	0.325064691211581
Zfp688	Chchd7	0.32506136387897255
Zfp426	Plk2	0.32504716949898393
Cenpb	Rap2b	0.3250453383739318
Deaf1	Tnf	0.3249980670389878
Zkscan1	Pde7a	0.32493124558035413
Arid2	Ptpn11	0.3248966740026703
Zfp202	Polr3gl	0.32486171495796745
Kdm5b	Hmgcl	0.324795073689068
Zfp51	Thoc3	0.32477425288593387
Arid5a	Lactb	0.3247414500567867
Irf2	Ms4a4c	0.3246423229967882
Klf3	Sugt1	0.32462346174789736
Cic	Nupr1	0.3246120797481078
Zfp202	Ivd	0.3245984548381653
Rora	Lif	0.3245814850448093
Mbd6	Trib1	0.32452461587091663
Atf2	Aste1	0.3245145634058939
Klf10_Klf11	Cish	0.3244793069927414
Cdc5l	Afp	0.3244654074510813
Foxo3	Spsb1	0.32436177106311015
Batf	Flot2	0.32428091908248236
Dbp	Vamp2	0.3242755248333866
Irf2	Edem1	0.3242667367226818
Terf1	Snx11	0.32425869227223003
Irf7	Aste1	0.32418962358996184
Zfp703	Rai14	0.32418828037076763
Zbtb1	Tnf	0.3241444626766389
Nr3c1	Tnrc6a	0.3241438883750659
Cux1	Prnp	0.3240211799407693
Cenpb	Ppp1cc	0.32399510637256157
Bbx	Vav3	0.3239223779934024
Zfp296	Ptpre	0.3239184386058511
Runx1	Impa2	0.32379416728733523
Bhlhe40	Stx1a	0.323764478277498
Batf	Ptp4a3	0.32376208179436616
Mbd6	Ly9	0.32367748680012765
Klf9	Wipf1	0.3236422206631778
Stat4	Dazap2	0.32359984224039173
Rela	Cyr61	0.3235712626430711
Foxp1	Eif4ebp1	0.323539172429401
Eea1	Chic2	0.323519966864835
Zfp281	Nfat5	0.32351941610575097
Cic	Nkain1	0.32343754995938556
Sox4	Tspan13	0.3234328443047191
Bcl11b	Stx1a	0.3233948416838732
Ncoa3	Spn	0.3233792961415438
Arid5a	Pgam1	0.3233788185021925
Zfpm1	Il18r1	0.3233285119579453
Stat4	Batf	0.3233113002536835
Nfatc1	Acsl4	0.32329355484451316
Arid3a	Parp6	0.3232467566570516
Aebp2	Nrp1	0.323187751491549
Cux1	Epsti1	0.32310975392708163
Fli1	Parp6	0.32309820411073753
Dbp	Map3k8	0.32297244919352597
Zfp275	Akap12	0.3229481078231501
Zbtb44	Gdi1	0.3229129287342214
Ahr	Fli1	0.32285702826521
Zfp707	Tlcd1	0.3228555706835816
Klf10_Klf11	Eea1	0.32281736543629613
Atf5	Psme1	0.32275267574179867
Creb1	Ets2	0.3227141324299069
Rbpj	Rpgrip1	0.3227063583211093
Klf3	Pcmt1	0.32263581406364894
Sp100	Wwp1	0.3225675180339953
Zfp707	Dusp12	0.32253977331202355
Zfp277	Penk	0.32230140472911883
Deaf1	Clec2i	0.3222486182279971
E4f1	Hook2	0.3222464066621943
Arid2	Dyx1c1	0.32217676476261303
Rel	Tnfsf4	0.3221189054903695
Arid2	Itpk1	0.3221012891288668
Crem	S100a13	0.3220707280351983
Stat3	Mapkbp1	0.3220519719713356
Nfkb2	Bcl2	0.3220106619337926
Zfp426	9030617O03Rik	0.3219909688810343
E2f1	Zfp239	0.32198718639860335
Klf10	Ada	0.32196125519963703
Tbx21	Ripk2	0.32193913824621734
Fli1	Arrb2	0.3218859569375897
Satb1	Gfi1	0.32182135215704877
Klf6	Cst3	0.3217997795027925
Creb1	Prpsap2	0.3217653118625995
Egr1	Mllt3	0.32175211278442784
Foxo1	Gart	0.32160787672319946
Mxi1	Nsf	0.3215753132403605
Atf6	Pgrmc1	0.321562781076993
Zfp296	Cdk6	0.32151256831159414
Aebp2	Rassf1	0.32150487455783194
Drap1	Rdh10	0.32146518725901574
Klf4	Prnp	0.32141933056672645
Fli1	Enpp1	0.3214058321821953
Elk4	Fau	0.3213200145227708
Zfp277	Nefh	0.3213068084636942
Zfp84	Gabbr1	0.32127802702966246
Rlf	Stra6	0.32127153277842824
Zfp296	Notch2	0.3212709620623665
Rel	Psrc1	0.32126794084874066
Hif1a	Ndrg2	0.3212270282782532
Smad4	Nfil3	0.321216908733596
Zfp426	Ube2v1	0.3211326264852744
Plagl1	Trappc10	0.32111930143870715
Bhlhe40	Nt5e	0.3211145474921495
Bcl6	Zeb1	0.32102895342840476
Klf9	Myo18a	0.3209887817119865
Satb1	Icam1	0.32098015609583386
Arid3a	Tbxa2r	0.32086705327048837
Ash1l	Tubgcp5	0.3208465835576516
Klf7	Rassf1	0.3207047579910841
Arid3b	Tspan2	0.32069673924690933
Zfp35	Thoc3	0.3206733046736471
Arid5a	Skap2	0.3206506416104591
Tbx21	Rassf1	0.32064822860478737
Stat3	Ephx1	0.32057961652331357
Zbtb44	Wrnip1	0.320578238944338
Tbx21	Skap2	0.3205497843221483
Bhlhe40	Tapbpl	0.32054265211828403
Zeb2	Csf2	0.32052780402325565
Nr1h2	Adipor2	0.32048601529874854
Trps1	Gpr65	0.32044856528344146
Rlf	Syf2	0.32043509831917427
Cic	Chst12	0.32040793571569115
Snapc2	Nedd4	0.3203960601903817
Zkscan1	Rpgrip1	0.3203629828142812
Hmgb3	Edem1	0.32035302940287347
Foxp1	Rnh1	0.32035215815610285
Irf1	Antxr2	0.3203366086859032
Mga	Krtcap2	0.32031676370959206
Zfp281	Mboat7	0.32031107908213663
Plscr1	Rtp4	0.32025393795600543
Arid3b	Dcxr	0.3202418519532799
Arid2	Sra1	0.3201055032789385
Arid3a	Cnn2	0.3200972861050746
Foxk2_Foxp1...	Trib1	0.32003005161115583
Clock	Angptl4	0.320018217100287
Ahr	Exo1	0.31994343413556725
Atf3	D1Ertd622e	0.3198911799102827
Mafg	Hopx	0.3197367351548406
Nfil3	Sav1	0.31966829104353556
Egr2	Phlpp1	0.31963380404539254
Mga	Ndst1	0.3196320900200439
Stat4	Aldh3a2	0.31963033437899535
Mef2d	Dhcr24	0.31961994801247084
Irf9	Slc7a3	0.3195540818694119
Maff	Trib3	0.3195237729515067
Cebpz	Larp1b	0.31949474110134046
Ahr	Naca	0.3194508094797097
Tcf12	Cyp11a1	0.3194494858503274
Cggbp1	Xpnpep1	0.31937717631911366
Zfp277	Perp	0.31937367763092916
Arid3a	Lbp	0.3193204305894335
Runx1	Higd1a	0.3192811785794386
Zfp53	Id2	0.31924561007558816
Cebpb	Mpdu1	0.3191949459373704
Zfp386	Syf2	0.3191949359257631
Bhlhe40	Sgk1	0.3191671167676823
Zfp52	Sdcbp2	0.31914646367258337
Srebf1	Tfg	0.3191437504917489
Fosb	Myo18a	0.31912842849768797
Rora	4833439L19Rik	0.3191134117939668
Bcl6	Ubtd1	0.3191016952213649
Myb	Nck2	0.3190602959702371
Klf4	Ctsw	0.31904109460608443
Skil	Vps54	0.3189888755571354
Hes6	Ube2v1	0.31895590628150317
Klf3	Fbxo18	0.3189183608619204
Stat4	Prickle1	0.31890937217079474
Tcf3	Dpp4	0.3189047788398083
Nfatc1	Trps1	0.3188786648565137
Foxn2	Bcl2l11	0.31879621582360573
Zfp62	Spn	0.31878813872270606
Creb1	Avpi1	0.31878065882673423
Zfp280c	Haus8	0.31877115809187084
Zfp426	Ccng1	0.3187498081817186
Nfkb2	Tubgcp5	0.3187122714213626
Zfp260	Qprt	0.3186639970401981
Batf	Itpr1	0.3186487771973524
Zbtb32	Ripk3	0.31863426321182386
Arid5a	Il3	0.3186260368776709
Junb	Srpk2	0.3186165584854349
Fos	Lgals1	0.3186068052157509
Mef2d	Cd274	0.31854803487588157
Zbtb44	Lpcat1	0.31854237319523426
Atf6	Epb4.1l2	0.3185225438163972
Egr1	Naa20	0.31847343791143434
Cenpb	P4hb	0.31840201111603006
Fosl1	Nek6	0.31828556327958746
Zbtb17	Ppp1r10	0.31820772566695277
Snapc2	Ppp1cc	0.3181819920215002
Klf3	Map4k4	0.318176242250678
Gata3	Gata3	0.3181076712766757
Satb1	Rassf3	0.31808130001082124
Arid2	Herc4	0.31805762452616193
Atf6	Ss18	0.31798324108543863
Egr2	Nfatc1	0.3179578391035479
Mafg	Tpd52	0.3179277189638773
Nr1d2	Ift57	0.3178048018872992
Bhlhe40	Cpox	0.3177795077805935
Arid2	Nlgn2	0.31777168850857884
Pou6f1	Angptl4	0.3177613673405585
Zfp280c	R3hdm1	0.31763544935721255
Nr1d2	Pigc	0.317588911791569
Gata3	Adam10	0.3175732899730027
Hif1a	Mxi1	0.31755596653886
Hif1a	Cmas	0.31752841836836376
Bhlhe40	Sdc3	0.3175246363309032
Cggbp1	Fam114a2	0.3174965231540029
Aebp2	Pcmt1	0.3174896168242024
Junb	Cyth3	0.3174691725297478
Kdm5b	Ddit3	0.3174671238994803
Srebf2	Il21	0.317438236917574
Klf10_Klf11	Fndc3a	0.31742860570694087
Elk3	Naga	0.31737931694519184
Pou2af1	Cd96	0.3173539040065073
Cggbp1	Rps6ka2	0.317306942636326
Bcl6	Itga3	0.31724444631318327
Gtf2ird1	Pdpn	0.3171502154851671
Ahr	Brd3	0.3171474556997279
Kdm5b	Herc4	0.3170344155743783
Nfkb1	Spsb1	0.3169880887896066
Bbx	Cdkn2d	0.31697438004279754
Klf10_Klf11	Piga	0.31693852364389985
Tbx21	Rab21	0.31693317028111323
Hsf1	Fyn	0.3168868352841111
Rorc	Ncf1	0.31687162856539264
Atf6	Inpp5a	0.316828505112291
Rora	Plscr3	0.31682773549531273
Arid3b	Antxr2	0.3167692012579878
Zfp296	Itpr3	0.3167690328506234
Zbtb44	Usp22	0.3167438484466423
Zfp568	Acvr1b	0.3165794948077588
Arid3a	Igfbp7	0.31656688863259463
Klf4	Eif4e3	0.31647578787009456
Rela	Ahnak	0.3164747875356847
Arid2	Ralb	0.31643123345867796
Zfp64	Myo18a	0.3164273685214204
Batf	Rel	0.3163993386068392
Nr1d2	Lta	0.31639665715705356
Satb1	Adck1	0.3163227145117954
Lef1	Lpcat1	0.3163136113803954
Nr3c1	Cd5l	0.31631183339054436
Xbp1	Rgs14	0.3162803758861078
Fos	Psmd8	0.31627189793127497
E2f1	Syce2	0.3162079199061799
Ets1	Rpl24	0.3161988672588555
Foxo1	Prkd3	0.31618937491339927
Arid3b	Klrd1	0.31617935161932953
Litaf	Syce2	0.31617410910939525
Mtf2	Uqcrq	0.31614274702283063
Myb	Ccbl2	0.3161406697693432
Mafg	Plekho1	0.3160136443928424
Jun	Prkch	0.31595686727675243
Klf7	Vegfb	0.31589002975647607
Zfp688	Ppm1d	0.31587838526056944
Sp4	Gtse1	0.3158413319067145
Mga	Enpp1	0.31581822758942646
Rbpj	Ppap2a	0.3158103120960233
Cdc5l	Lmna	0.31579051121301416
Zfp296	Rasgrp2	0.31573011394574735
Satb1	Hook2	0.3155921563023849
Zeb1	Hlcs	0.31554975693024934
Zfp87	Tlcd1	0.31547481941212296
Pou6f1	Cyp1b1	0.3154411755672393
Dzip1	Ift57	0.3154182534470442
Cic	Inpp5b	0.31537133111739235
Irf8	Mnda	0.31535490714435555
Stat3	Ctnna1	0.3153485143404038
Foxk2_Foxp1...	Ppp1cc	0.3151998100885318
Tal2	Timd2	0.3151980125979429
Klf3	S1pr1	0.31519656709206745
Lyl1_Tal2	Mapkbp1	0.31519644743189923
Elf1	Stard5	0.3151384932457515
Atf3	H2afx	0.31512976714153285
Ets2	Sema4d	0.31495983743468103
Dr1	Mgll	0.31493395895750986
Klf4	Crip1	0.3147564150671156
Egr2	Litaf	0.31472701731430675
Ikzf4	Adarb1	0.3146659506258652
Ets2	Sh3kbp1	0.3146643452731497
Foxn2	Ivd	0.31465191129849035
Elf1	St7l	0.31461184785612895
Clock	Rpl10a	0.31459271709240466
Cdc5l	Tspan3	0.31451004261620696
Arid5a	Ptger2	0.3145012327235771
Eea1	Lgals3bp	0.31444752283069877
Nr1h2	Creb1	0.31442400295050243
Zfp91	Picalm	0.31430433295452587
Arid2	Zfp239	0.31427661764702186
Bhlhe40	Pgm2	0.31425961905266553
Dzip1	Trp53i13	0.3142320855911802
Dzip1	Penk	0.3142246711458102
Zfp568	Trim13	0.31419871923262177
Cic	Rps6ka4	0.3141631469169518
Zfp277	Txk	0.31413180864053947
Foxk2_Foxp1...	Npc2	0.31413126371174027
Cc2d1a	Rdh10	0.314113199535875
Arid2	Pdzk1ip1	0.31407731301893815
Litaf	Vav1	0.31403917402405
Mxd4	Ncs1	0.3139876186497895
Foxp1	Lclat1	0.3139674668332414
Egr1	Cd81	0.3139657218890125
Runx1	S100a13	0.31396481292217704
Elk3	Gdi1	0.3139005235697423
Arid5a	Ecm1	0.31386200118367014
Cux1	Stk4	0.3138387757053557
Ncoa1	Bcl11b	0.31376506065789567
Deaf1	Pten	0.31371591053657855
Ahctf1	Serpinc1	0.3137096623977801
Drap1	Gltscr2	0.3137043782763238
Hif1a	Lbp	0.3136775383371878
Arid3a	Mnda	0.31356523390928204
Fli1	Fli1	0.31354135324484356
Tulp3	Rap1gds1	0.3135382186800616
Lef1	Nckap1	0.3135344717562528
Elf1	Eno3	0.3134810082418309
Zfp296	Anxa3	0.3134416203382704
Ahctf1	Dcxr	0.3134167363355833
Fosl1	Rap1gds1	0.31341501994738385
Tal2	Gfi1	0.31337933137769913
Eea1	Nfat5	0.3133487859009607
Myb	Commd9	0.313340313389492
Nfil3	Mtss1	0.313319052695607
Dzip1	Sla2	0.31329165825345384
Atf6	Rara	0.31322935217707804
Rreb1	Tnrc6a	0.31315805370602845
Cic	S1pr1	0.31308657463293343
Klf10_Klf11	Rps6ka4	0.3130687595797076
Foxo1	Arhgap12	0.3130681936307189
Cdc5l	Eno3	0.3130628125400815
Arid3a	Aste1	0.3130307281749165
Mafg	Sult2b1	0.31300490787873936
Mtf2	B4galt1	0.3130018575904744
Hbp1	Sh3gl3	0.3129818497159147
Bcl11b	Sla2	0.31296463865687985
Tcf3	Ubiad1	0.31295880136654664
Egr2	Naa20	0.31291274577151296
Zfp329	Ndrg1	0.31286089078104906
Lef1	Gypc	0.3128526924891568
Purb	Inpp5b	0.31282764721476697
Zbtb20	Gcnt2	0.3128218187732268
Zfp617	Ptprcap	0.31275457488744896
Fosl1	Mina	0.3127432513709325
Zfp62	Rdh11	0.31273146626508264
Nr4a2	Lgals3	0.31269298171968474
Zfp202	Ddit3	0.3126319259317093
Arid3b	Psph	0.3125602203855601
Tbx21	Dusp1	0.3125305189072126
Foxp1	Slc29a3	0.3125218232461252
Bach1	Dnajc27	0.3125203196355777
Bcl6	Cysltr1	0.3125021728750822
Rbpj	Sla2	0.3123815245031175
Rxrb	Ms4a4b	0.3123697552387016
Sp100	Tgfbr1	0.3123681357208298
Arid3b	Nsg2	0.3122796625412677
Tsc22d1	Sfmbt1	0.31221125378360937
Rest	Skap2	0.3122096158523956
Cggbp1	Cdkn1b	0.31215015944897595
Zbtb17	Zfpm1	0.3121269394630969
Zfp688	Pde6d	0.3119583791461017
Klf3	Mta3	0.31190301579813007
Zfp426	Eif4e3	0.31187293215147904
Irf2	Rtp4	0.3118704748082054
Hmga1_Hmga1-rs1	Cd274	0.3118192480343944
Rela	St3gal1	0.31180975722535986
Rara	Adam19	0.3118015962670444
Rxrb	Ccl5	0.3117976934072543
Ahctf1	Dgat1	0.3117855974012752
