E2f1	Golm1	0.9836704682683745
Bach1	Golm1	0.9777441879602252
Hmga1	Ube2v1	0.9592097634805177
Batf	Riok3	0.9580434848771898
Dbp	Dusp6	0.9539717188754379
Foxo3	Riok3	0.9534375230519527
Zfp275	Spry1	0.9496491678529635
Pknox1	Armcx2	0.9473360504685627
Irf2	Armcx2	0.9281096382236939
Atf5	Gja1	0.9269084305929919
Zfp386	Spry1	0.9252114730906401
E2f1	Riok3	0.9228274668052656
Zfp52	Golm1	0.9219451609500282
Tal2	Gsn	0.9175703474721446
Bcl11b	Golm1	0.9163773755077684
Ahctf1	Tfg	0.9152382694101396
Scml4	Dusp6	0.913188764203163
Tal2	Armcx2	0.9125342960840634
Hmgb3	Golm1	0.9072008600051812
Atf6	Riok3	0.9071171286079164
Deaf1	Golm1	0.9066786881176195
Zfp275	Golm1	0.9043031978058215
Arid2	Psph	0.9000312172397623
Zfp426	Dusp6	0.8986970612803129
Stat3	Ddr1	0.898121666312603
Zbed4	Golm1	0.8980635099290755
Mxi1	Gja1	0.8978292674972518
Ikzf4	Anapc1	0.8974184685515875
Sp4	Golm1	0.8970929908665639
Cenpb	Armcx2	0.8954794151834079
Fosb	Gja1	0.8946442596934964
Creb3l2	Dusp6	0.8945737440944211
Cebpg	Golm1	0.8937936576057506
Bach1	Slc38a1	0.8907413411552892
Atf3	Golm1	0.8846839737649269
Nfil3	Tfg	0.8834033021341169
Klf7	Psph	0.8832319904505248
Foxn2	Dusp6	0.8802807907355321
Rbpj	Riok3	0.8766609924828325
Ikzf4	Slc38a1	0.8744822574342965
Arid3a	Gja1	0.8734357275590536
Hmgb3	Ube2v1	0.8705065613344496
Hif1a	Golm1	0.869505750125682
Zbtb44	Gja1	0.8660393005341613
Lyl1_Tal2	Dusp6	0.8641920280734039
Rbpj	Armcx2	0.8625170249770575
Cebpb	Emb	0.85853626018339
Zfp35	Golm1	0.8581678419624121
Arid2	Plod3	0.8578302777153571
Ahr	Spry1	0.8540179129711751
Pou6f1	Slc38a1	0.8538704517299075
Kdm2b	Armcx2	0.850541300167369
Atf3	Ddr1	0.8504311126490414
Foxo1	Armcx2	0.8501104988117361
Zfp51	Golm1	0.8445743848163303
Rora	Dusp6	0.8432365561177186
Irf1	Ddr1	0.8416823032152823
Kdm2b	Dusp6	0.8394339301239202
Bhlhe40	Dhrs1	0.8386041768056045
Rxrb	Armcx2	0.8371047533039836
Cux1	Dusp6	0.8367758650304986
Eea1	Armcx2	0.8326302165671482
Nfkb1	Gja1	0.8293047596104928
Fosb	Gsn	0.8268437433982129
Mxi1	Anapc1	0.8266839926204587
Zfp426	Armcx2	0.826612462479338
Arid5a	Ddr1	0.8241655408552878
Ahctf1	Plod3	0.822928386485982
Zbtb7b	Spry1	0.8213194715870831
E2f1	Anapc1	0.8210049344120729
Nfkb2	Dazap2	0.8201473352882999
Klf10_Klf11	Aldh3a2	0.8135379482304343
Arid5a	Golm1	0.8113006992722862
Arid5a	Psph	0.8084498269205438
Fosl1	Tfg	0.8069803502344727
Ahr	Golm1	0.8048644365415284
Jun	Sh2d3c	0.8031379895561952
Zfp386	Golm1	0.8016185144053168
Zfp202	Ube2v1	0.8006049928730964
Foxo3	Aldh3a2	0.8004945254356832
Elk3	Aldh3a2	0.7995114291149508
Irf9	Ube2v1	0.7974857182966175
Nr1h2	Golm1	0.790398309282277
Zfp91	Ube2v1	0.7887331252859028
Hif3a	Gsn	0.7860062588573951
Atf2	Tfg	0.7794057713860847
Clock	Papss1	0.7772842799567761
Hif1a	Riok3	0.7771570198698552
Pbx2	Gja1	0.7765747635854897
Zfp703	Tfg	0.7732153712324246
Klf4	Aldh3a2	0.7729160787645052
Atf5	Slc38a1	0.7694040064082803
Bbx	Golm1	0.7674131314886964
Zfp52	Spry1	0.7584847418105715
Egr2	Spry1	0.7523946724316835
Gata3	Armcx2	0.747795727397526
Zfp275	Ube2v1	0.7472168949330222
Batf	Papss1	0.7446335778214854
Irf7	Anapc1	0.7432411894431531
Jun	Gja1	0.7391089931784691
Klf10_Klf11	Emb	0.7384081046009651
Elf1	Dusp6	0.7360777063089341
Rela	Sh2d3c	0.7356252338087246
Bbx	Riok3	0.7352237126484209
Zfp296	Armcx2	0.7337849698821517
Nfkb1	Riok3	0.731368296409802
Mafg	Papss1	0.7302222638292357
Fosl2	Dhrs1	0.7301955643247847
Atf2	Ddr1	0.7300149648755245
Zfp296	Tfg	0.7295202550663882
Cdc5l	Gsn	0.727444077022132
Klf2	Dusp6	0.7234935292221243
Ets2	Dusp6	0.7215600674032888
Myb	Armcx2	0.7184743606443653
Egr2	Dazap2	0.717526963287512
Foxo1	Dazap2	0.7152565598836186
Hbp1	Gsn	0.7150267257481128
Elf1	Anapc1	0.7134015097507149
Atf5	Plod3	0.712955305501068
Elk3	Ube2v1	0.7126591245318894
Fosl1	Gsn	0.7083789825268676
Atf3	Dhrs1	0.7051825317234408
Satb1	Gsn	0.7024984247499682
Litaf	Psph	0.7022531419398889
Kdm2b	Anapc1	0.7011793250876481
Sp4	Anapc1	0.7010079483414162
Arid5a	Emb	0.6979175959423478
Etv6	Gja1	0.6975064860486786
Gata3	Dusp6	0.6947512770541336
Batf	Spry1	0.6947479668880876
Irf4	Armcx2	0.6946747136747774
Nfe2l2	Tfg	0.6939335781436414
Rorc	Slc38a1	0.69220135648924
Atf3	Anapc1	0.6909133787392079
Zfp644	Dhrs1	0.6908950151191597
Arid3a	Tfg	0.6849609035477566
Zhx1	Dusp6	0.6848815876570609
Clock	Anapc1	0.6757659385381882
Zfp574	Dusp6	0.6754490675592872
Ahr	Gja1	0.6743225381097173
Nr1h2	Anapc1	0.6723698321844579
Atf6	Sh2d3c	0.6705077207730871
Clock	Dazap2	0.6659206594069675
Atf5	Riok3	0.6651688649226983
Nfe2l2	Golm1	0.66376942913259
Atf2	Slc38a1	0.6610799535488017
Fli1	Riok3	0.660978973705886
Smad4	Papss1	0.6510828324012065
Ahr	Emb	0.6476500041355998
Arid2	Tfg	0.6439832484137802
Zfp64	Riok3	0.6431005733753641
Klf3	Gsn	0.6416274283098191
Ahctf1	Dazap2	0.640466876452987
Patz1	Golm1	0.6357042891609166
Arid2	Armcx2	0.6345607487831884
Zfp277	Ube2v1	0.6333810611012642
Bbx	Armcx2	0.6297983734277787
Creb3l2	Slc38a1	0.629293731026252
Nfatc1	Slc38a1	0.6196847054591788
Cic	Plod3	0.6181352492219976
Hif1a	Papss1	0.6171221967308651
Mga	Ddr1	0.6156038185571107
Zfp91	Psph	0.6136586814015661
Atf6	Ddr1	0.6123884926254244
Zfp62	Armcx2	0.6094241969938892
Arid5a	Papss1	0.6082091212357374
Cux1	Papss1	0.605588522979297
Klf7	Papss1	0.6046066366078963
Ncoa1	Armcx2	0.6028310280663556
Zeb1	Psph	0.6003984572561741
Bcl11b	Anapc1	0.5999335162194301
Zfp426	Ube2v1	0.5993750890622241
Zfp654	Sh2d3c	0.5977349620085183
Zfp526	Dhrs1	0.5970061452611057
Plscr1	Psph	0.5915262974025934
Arid2	Dazap2	0.5908407908310733
Fosl2	Emb	0.5879784617974526
Zfp426	Dazap2	0.5873271229505899
Irf1	Armcx2	0.5828605892169505
Relb	Armcx2	0.5815746369356365
Zfp329	Dusp6	0.5813344093578565
Klf13	Gja1	0.580075935262884
Nfat5	Tfg	0.5723530847406174
Nfe2l2	Ube2v1	0.5717536683090738
Hbp1	Dusp6	0.5687963791160007
Relb	Golm1	0.5658282189060015
Irf9	Psph	0.5644467809020333
Mef2d	Emb	0.5644426199825496
Elk3	Sh2d3c	0.5630757760618413
Zbtb22	Ube2v1	0.5629214236238477
Runx2	Gja1	0.5612043237299895
Zfp386	Papss1	0.5582841471229147
Dr1	Tfg	0.5568079594151512
Bbx	Emb	0.5567763272498931
Arid2	Riok3	0.555750985157109
Hsf1	Gsn	0.5552762589188058
Fosl1	Ube2v1	0.5541969970043092
Klf6	Aldh3a2	0.5539134665621953
Zfp707	Tfg	0.5492593010720634
Bcl6	Papss1	0.5424654341789139
Cenpb	Anapc1	0.5380834993196624
Zfp64	Aldh3a2	0.5361065751149028
Klf2	Slc38a1	0.5321667483829347
Foxp1	Riok3	0.5312833303320549
Zfp703	Dusp6	0.5310654692722467
Hif3a	Sh2d3c	0.5296625334766383
Satb1	Emb	0.5292210336326271
Dr1	Riok3	0.5287475540094303
Stat3	Sh2d3c	0.5280921238462617
Irf9	Slc38a1	0.5255085495777762
Kdm2b	Ube2v1	0.5170675631670314
Zkscan1	Dusp6	0.5156656200718677
Zbtb7a	Ddr1	0.5156344991893766
Hif1a	Dhrs1	0.5140525818301687
E4f1	Slc38a1	0.512630160546709
Arid3b	Slc38a1	0.5078383856002598
Atf5	Ube2v1	0.507005704706056
Ahctf1	Dhrs1	0.5060018514986949
Zfp688	Armcx2	0.5053097244115492
Zbtb44	Riok3	0.5044175318055306
Trps1	Armcx2	0.5016887428461658
Plscr1	Dusp6	0.49685951813652973
Clock	Gja1	0.4929052550957691
Ikzf4	Golm1	0.4915248556597924
Hmgb1	Ddr1	0.48722189083574785
Batf	Emb	0.4867178253786857
Myb	Gja1	0.4861515148748047
Zeb1	Dusp6	0.4779054391371853
Zfp35	Psph	0.4772354475468492
Gm6710	Psph	0.47229762735566816
Pou6f1	Sh2d3c	0.46831798145517345
Plagl2	Dusp6	0.4672447485381436
Bbx	Gja1	0.45614001415151495
Rora	Psph	0.45534789158073663
Pbx2	Emb	0.4490985600943722
Atf5	Anapc1	0.4470428759939832
Klf10_Klf11	Plod3	0.44513299080583224
Cbx2	Tfg	0.4428661644362859
Zfp526	Armcx2	0.4401050782396466
Atf5	Sh2d3c	0.43894591170007413
Tbx21	Dusp6	0.43834098133955457
Arid3b	Armcx2	0.43699357454890453
Elf1	Dhrs1	0.4365320876919493
Hif3a	Dhrs1	0.43591693874958504
Fosl1	Ddr1	0.42800560113013475
Hes6	Dazap2	0.4246257661295073
Cic	Gja1	0.42269684877526903
Bbx	Papss1	0.41913770946470663
Zfp688	Tfg	0.41476469715422903
Rora	Gja1	0.4106477213440304
Klf4	Psph	0.40408131437287087
Zfp280c	Dusp6	0.4035526734285281
Arid3b	Gsn	0.40341440353100555
Zfp526	Emb	0.3990873214363131
Nfat5	Gsn	0.3969998271861179
Atf2	Dhrs1	0.3965113069427644
Ahr	Gsn	0.3943704638452108
Zfp703	Ube2v1	0.38319316555756566
E4f1	Spry1	0.3787841501939595
Tbx21	Riok3	0.3736755057506058
Zfp707	Dusp6	0.3695542567235657
Smad4	Tfg	0.365937403148455
Hmga1_Hmga1-rs1	Dusp6	0.3636833352058475
Patz1	Dusp6	0.3590813741424187
Etv6	Sh2d3c	0.35767332442671573
Zfp688	Gja1	0.3533878706852248
Rbpj	Slc38a1	0.3497700569260188
Egr2	Gsn	0.347933976077895
Bcl11b	Spry1	0.3436616906461225
Cc2d1a	Sh2d3c	0.3427803992148529
Elf1	Riok3	0.34250332959996266
Pbx2	Golm1	0.3411769323047502
Dr1	Ube2v1	0.3389014141754403
Kdm5b	Spry1	0.33704286154544827
Bbx	Ddr1	0.33376432140014733
Arid5a	Gsn	0.331586121792402
Hif1a	Psph	0.3310985772954843
Gm6710	Spry1	0.33091469506720494
Nfat5	Spry1	0.33047594030576277
Jun	Ddr1	0.32736766290471386
Ahr	Riok3	0.32540379934683994
Zfp202	Tfg	0.32310148354360757
Zfp688	Dhrs1	0.32088674420624985
