TF	Gene	Variance_Explained	Rank	Count	Sign
Erf	Dhrs1	0.047799775722875124	2105.45	1	-1
Hmgb1	Sh2d3c	0.047793355729512356	2102.2	1	1
Rora	Emb	0.04773741399946242	2806.9	5	1
Myc	Ddr1	0.047693265410629605	2102.3	1	1
Satb1	Tfg	0.047517500767167084	2573.1	5	1
Zfp472	Aldh3a2	0.0473649373746711	2344	4	1
Nfkb2	Golm1	0.04731442822340476	2570.65	3	1
Pbx2	Dusp6	0.04721094050929845	2340.9	2	1
Atf6	Plod3	0.047104583762711705	2574.2	4	1
Ddit3	Slc38a1	0.047074460490846105	2104.8	1	1
Mxd4	Emb	0.04660378627132798	2105.25	1	1
Runx1	Gja1	0.046591357835602976	3042	6	1
Tef	Emb	0.046477421287841034	2101	1	1
Irf2	Emb	0.04641719996825487	2340.3	3	1
Klf10_Klf11	Sh2d3c	0.046413645432671416	2569.6	4	0
Zbtb44	Aldh3a2	0.046192158688317775	2340.35	2	1
Zfp617	Ube2v1	0.04616695975488646	2102	1	-1
Pou6f1	Aldh3a2	0.04614084015478966	2340.35	2	1
Zbtb7a	Ddr1	0.046128310234759926	2104.1	1	1
Nfkb2	Dusp6	0.046037744644135056	2341.25	2	1
Klf6	Golm1	0.046012807681905056	2573.95	3	1
Arid5a	Papss1	0.04585174204396606	2805.9	5	1
Thap7	Riok3	0.045788027709539346	2338.1	3	1
Zhx1	Psph	0.045743001094775707	2338.5	2	1
Pou6f1	Psph	0.04562336783800859	2100.55	1	-1
Cebpz	Slc38a1	0.04556844270992494	2340.45	2	1
Ets1	Psph	0.04540254910703669	2335	2	1
Tsc22d1	Golm1	0.045349182710004696	2561.75	4	1
Zfp277	Slc38a1	0.045237770311061264	2101.5	1	1
Ankzf1	Spry1	0.04502372305667094	2571.3	5	1
Ahctf1	Dazap2	0.044958692556407165	2339.5	3	1
Deaf1	Golm1	0.04488308661610694	2341.4	2	-1
Zfp688	Anapc1	0.04482217594132683	2101.6	1	-1
Zbtb48	Dusp6	0.04471770029248433	2103.4	1	1
Fosl2	Slc38a1	0.044640587710302534	2336.6	2	1
Bcl6	Aldh3a2	0.04451091683094177	2569.7	3	1
Smad4	Gja1	0.044496980896659	2339.1	4	1
Zeb2	Dhrs1	0.044335467977917174	2100.2	2	1
Zfp703	Psph	0.044290906435753175	2342.7	2	1
Plagl1	Plod3	0.04422780829542483	2101.2	2	1
Deaf1	Dazap2	0.04418388866719223	2103.1	2	1
Klf3	Dhrs1	0.044164300513126545	2808.45	4	1
Zfp160	Aldh3a2	0.044052050738650726	2337.95	2	1
Zfp386	Emb	0.0440055538804641	2103	2	1
Arid2	Dhrs1	0.043738478271619696	2339.1	3	1
Hif3a	Gsn	0.04349612647780262	3034.55	7	1
Nr3c1	Plod3	0.043373061320836404	2100.4	1	1
Gata3	Gja1	0.043100934546370526	3034.95	6	1
Egr1	Armcx2	0.04300145691850549	2333.6	2	1
Klf13	Spry1	0.04290419423779803	2339.85	2	1
Arid3b	Anapc1	0.04284781520958338	2570.1	3	-1
Klf6	Sh2d3c	0.04264033129244678	2099.9	1	-1
Klf13	Ube2v1	0.04263469529409701	2100.3	1	1
Creb3l2	Riok3	0.04240073753351753	2335.8	3	1
Satb1_Satb2	Golm1	0.04236111591030023	2099.5	2	1
Irf7	Slc38a1	0.04230831594307407	2332.4	2	1
Zfp644	Dhrs1	0.04195481070915914	2102.95	1	-1
Stat2	Tfg	0.041830946817008205	2099.7	3	1
Nfe2l2	Psph	0.041696096616401015	2337.15	2	1
Rbpj	Golm1	0.041446968700496835	2099.9	1	-1
Srebf2	Aldh3a2	0.04131676867566764	2099.4	1	1
Tcf12	Papss1	0.04121449480979199	2333.4	2	-1
Klf4	Sh2d3c	0.041214425539765086	2098.8	1	1
Foxp1	Anapc1	0.041069833901762685	2099.2	1	1
Zfp202	Psph	0.040854000313970115	2569.95	4	1
Plscr1	Gja1	0.04076309898305467	2337.05	2	1
Irf8	Dazap2	0.040683977564931265	2098.6	1	1
Egr2	Armcx2	0.04043875610816079	3034.25	7	1
Nr4a2	Dhrs1	0.04025798477955489	2336.85	4	1
Hif3a	Golm1	0.04018067844961215	2098.9	1	-1
Fosl2	Anapc1	0.04016881382255792	2099.1	1	1
Rxrb	Tfg	0.03986262138485035	2336.5	2	1
Lyl1_Tal2	Gja1	0.03974976994202106	2804.55	5	1
Cic	Dhrs1	0.0397309864909558	2338.15	3	1
Nr4a2	Plod3	0.03972030266525149	2098.8	1	-1
Bach1	Golm1	0.039678016061507136	2803	5	1
Atf5	Tfg	0.03964693167954105	2098.6	1	1
Bach1	Slc38a1	0.039543655454444236	2567	4	1
Klf9	Slc38a1	0.0394971944762154	2099.5	2	1
Cux1	Riok3	0.03909784870066835	2099.4	1	-1
Ncoa3	Gsn	0.03892134682324383	2099.3	1	1
Mafg	Spry1	0.03889150732790775	2332.05	2	1
Runx1	Dazap2	0.038825031020942924	2098.5	2	1
Jun	Ddr1	0.0386551981162522	2334.95	3	-1
Runx1	Dusp6	0.038558545734812946	2329.7	3	1
Stat4	Slc38a1	0.03840414098584481	2097.8	2	1
Zbtb17	Gja1	0.03792085019374415	2101.15	1	1
Arid3a	Anapc1	0.03790790952546379	2097.7	2	1
Stat1	Dusp6	0.03784516105981983	2335.6	3	1
Zfp52	Spry1	0.03781495364291911	2801.05	5	1
Tulp3	Dazap2	0.03774774652416758	2098.9	1	1
Hif1a	Plod3	0.037621185002876825	2336.7	3	1
Nr4a2	Dusp6	0.03751077664630379	2100.65	1	-1
Zbtb7a	Gja1	0.03747074753968484	2097.8	2	1
Zeb1	Aldh3a2	0.03738758845949823	2331.5	3	1
Zbtb44	Ddr1	0.03731481428542015	2568.15	4	1
Pou6f1	Riok3	0.03726218051330327	2792.35	5	1
Lef1	Dusp6	0.03720017724428892	2567.65	3	1
Zbtb7a	Anapc1	0.037027710772734757	2335.05	3	1
Elk4	Gja1	0.03683893155212027	2097.45	1	1
Arid3a	Spry1	0.036644701096215745	2097.4	1	1
Zfp472	Psph	0.0366168357745109	2097.1	1	1
Foxo1	Emb	0.03646223516268941	2333.25	3	1
Fosl2	Ddr1	0.03634692588592455	2563.2	3	-1
Atf3	Tfg	0.036224305490874575	2097.4	1	1
Ahr	Ube2v1	0.03606676967589619	2798.5	5	1
Cbx2	Spry1	0.03595718307943585	2097.2	1	1
Rara	Spry1	0.03590386468239076	2332.1	3	1
Ski	Golm1	0.03579750030478444	2333.3	4	1
Mxd4	Papss1	0.03576265733898667	2096.35	1	1
Zhx1	Gja1	0.03537142762564714	2335.05	2	1
Klf6	Emb	0.03534355342716554	2096.7	1	1
Ahctf1	Aldh3a2	0.035329583656604505	2098.2	1	1
Tcf3	Anapc1	0.03519420247769635	2098.1	1	1
Rlf	Golm1	0.03519099528174906	2096.05	1	1
Fli1	Ddr1	0.03485121162867953	2335	2	1
Zfp329	Dusp6	0.03483521439558022	2097.9	1	-1
Zfp426	Dusp6	0.03476145459039389	2327.1	3	1
Tal2	Ddr1	0.03460530315688291	2096.5	1	1
Bhlhe40	Riok3	0.03457731328735647	2096.4	1	1
Arid3b	Riok3	0.03449325985988981	2332.25	3	1
Crem	Psph	0.034428920097713936	2096.1	1	1
Zfp688	Slc38a1	0.03429830629932379	2101.15	2	-1
Nfil3	Slc38a1	0.03424729686141416	2096.3	1	1
Rxrb	Ddr1	0.03421659156023547	2096.3	1	1
Hif1a	Riok3	0.03419072575876393	2792.4	6	1
Gabpa	Riok3	0.03412128662280054	2095.65	1	1
Nfat5	Ube2v1	0.03412085174035222	3029.25	6	-1
Smad4	Plod3	0.034041121308253396	2096.2	2	1
Klf7	Ube2v1	0.03403390299205498	2329.75	2	1
Elk4	Slc38a1	0.03400514705644649	2101.05	1	1
Zfp281	Gsn	0.03399557831716006	2099.15	1	-1
Bcl11b	Aldh3a2	0.03366976451950284	2095.6	1	1
Cggbp1	Dazap2	0.033590883248193995	2797.05	5	1
Arid2	Golm1	0.03358868552071361	2098.6	2	1
Bbx	Ddr1	0.03340756960351569	2797.1	5	1
Pou6f1	Tfg	0.03338692510583498	2095.4	1	1
Hmga1	Slc38a1	0.0332864268745068	2095.3	1	1
Atf2	Aldh3a2	0.03325401002790388	2564.65	4	1
Sp3	Plod3	0.03319036999219897	2327.05	3	1
Zbtb7b	Slc38a1	0.03305974727569293	2562.45	3	1
Ets1	Ube2v1	0.03298786118409983	2094.95	1	1
Hif1a	Emb	0.032877629307828005	2331.35	2	1
Zfp64	Golm1	0.03264791376581082	2563.15	4	1
Zhx1	Riok3	0.03258733826706006	2095.4	2	-1
Elf1	Spry1	0.032462797502760356	2095.3	3	1
Atf6	Ube2v1	0.03215726855110351	2332.8	2	1
Sp110	Aldh3a2	0.03212564865111289	2094.8	1	1
Cux1	Slc38a1	0.032122644160039605	2098.25	1	1
Zfp64	Ddr1	0.032049664378026796	2096.8	1	1
Sp4	Slc38a1	0.032027463308395246	2095.1	1	-1
Topors	Aldh3a2	0.03192687674648047	2100.05	1	1
Bach1	Riok3	0.03190814237130871	2094.9	1	1
Nfat5	Sh2d3c	0.0318182336981942	2561.75	3	1
Hbp1	Aldh3a2	0.031808530031227154	2096.4	1	-1
Klf6	Armcx2	0.03179333124176507	2331.1	2	1
Klf4	Ube2v1	0.031740262325257985	2565.25	5	1
Cggbp1	Armcx2	0.031693859769244506	2094.9	1	1
Hmga1_Hmga1-rs1	Aldh3a2	0.031687836550077605	2094.8	2	1
Klf10_Klf11	Aldh3a2	0.0316554620188161	2098.15	1	-1
Foxn2	Emb	0.03152011023696435	2094.7	1	1
Zbtb7a	Dazap2	0.03141475775035747	2097.5	2	-1
Atf2	Psph	0.03140827808303091	2097.4	1	1
Maff	Psph	0.03137665540167913	2559.6	3	1
Zeb1	Ube2v1	0.031370313639672354	2094.4	2	1
Rel	Golm1	0.031150181534707923	2094.3	1	1
Nfat5	Slc38a1	0.03114598009912717	2564.9	4	-1
Zfp202	Aldh3a2	0.03106570846686566	2099.65	1	-1
Ankzf1	Dusp6	0.031043687481661263	2561.05	3	1
Plscr1	Slc38a1	0.03090362855944039	2093.9	1	1
Atf6	Riok3	0.03085605333557273	2093.35	1	1
Gata3	Anapc1	0.030684040722431437	2330.25	3	1
Nr3c1	Gja1	0.030615688085395897	2791.55	5	1
Eea1	Ddr1	0.03029257920096795	2093.05	1	1
Zbtb45	Ube2v1	0.030194829136584934	2099.05	1	1
Atf5	Golm1	0.03002708821696376	2093.6	1	1
Stat3	Slc38a1	0.030022057244851352	2332.5	2	-1
Eea1	Sh2d3c	0.02984792484476593	2095.3	1	1
Fosl1	Riok3	0.029831182766401197	2098.65	1	1
Zfp654	Papss1	0.02980071999657561	2093	1	1
Hmga1_Hmga1-rs1	Gja1	0.029444907175427158	2098.45	1	1
Nfil3	Spry1	0.029368029100810777	2562.45	4	1
Gata3	Riok3	0.029284822240031705	2325.05	3	1
Ahr	Aldh3a2	0.02911449418945452	2562.4	4	-1
Sp100	Anapc1	0.029105013901719923	2327.65	2	1
Bcl11b	Emb	0.02897113310274695	2557.65	3	-1
Zfp202	Papss1	0.028917598027770053	2553.7	4	1
Zeb1	Plod3	0.028610830992289928	2095.9	2	1
Zbed4	Armcx2	0.028580368776998943	2092.1	1	1
Atf3	Golm1	0.028552183333419023	2793.85	4	1
Nfkb1	Slc38a1	0.028548235918621122	2092.15	1	1
Zfp53	Aldh3a2	0.02840477433621479	2094.6	1	1
Zfp386	Aldh3a2	0.028159562508077152	2094.5	1	1
Sp4	Anapc1	0.028146429112550296	2560.05	3	1
Ddit3	Dusp6	0.028009820061155453	2327.95	2	1
Egr1	Emb	0.027969924048577198	2097.65	1	1
Kdm2b	Golm1	0.02787048913297028	2327.45	3	-1
Irf8	Gja1	0.02782672796518132	2091.7	1	1
Stat4	Papss1	0.02777402138588688	2559.85	3	-1
Nfe2l2	Dazap2	0.027732157500093835	2092.8	1	1
Zfp617	Gja1	0.027720051993933438	2325.6	2	0
Dbp	Armcx2	0.027580573890134165	2328.3	2	1
Mga	Riok3	0.027480444260933358	2091.65	1	1
Nfic	Gsn	0.027453371801895655	2091.3	1	1
Clock	Papss1	0.027391524049924888	2327.65	2	1
Arid3b	Tfg	0.027208470119673367	2091.9	1	1
Irf7	Aldh3a2	0.027146740113459876	2091.35	1	1
Bcl6	Spry1	0.027090506785676836	2091.1	1	-1
Bbx	Golm1	0.027062236877606095	2097.55	1	-1
Arid3a	Gsn	0.027042107207051646	2097.45	1	-1
Dbp	Papss1	0.02659137301733654	2090.7	1	1
Lyl1_Tal2	Anapc1	0.026575961744272892	2090.6	1	1
Bcl11b	Slc38a1	0.026411074915146417	2324.4	3	1
Zbtb44	Dazap2	0.02640958758105314	2090.75	1	1
Tsc22d1	Gsn	0.02639421802062647	2326.1	2	-1
Ets1	Gja1	0.026360609899104194	2559.4	4	1
Hes6	Riok3	0.02624894082235322	2090.5	1	1
Zbed4	Dusp6	0.02622682244218858	2091.9	1	1
Egr2	Emb	0.026068758394698476	2090.3	2	0
Stat2	Dusp6	0.026006534673747674	2556.85	4	1
Ets2	Golm1	0.026001991925730127	2096.75	1	1
Nfat5	Spry1	0.025935416724074224	2321.25	3	1
Thap7	Dhrs1	0.025912432542989618	2091.6	1	1
Fosl1	Dusp6	0.025803303124617104	2091.2	1	1
Atf2	Ube2v1	0.025797270529888304	2320.3	2	-1
Pbx2	Ddr1	0.025726397816968817	2091	1	1
Egr1	Dazap2	0.0256278939652703	2093.5	3	1
Hmga1	Ube2v1	0.02553119608244635	2329.35	4	1
Fosl2	Sh2d3c	0.025486882520086927	2556.65	4	1
Zfp296	Aldh3a2	0.025454804087403294	2090.9	1	1
Bhlhe40	Dhrs1	0.025396087214786166	2093.7	1	-1
Cc2d1a	Ube2v1	0.025360034590217427	2324.4	2	1
Lef1	Slc38a1	0.02527767134299741	2090.15	2	1
Zfp277	Tfg	0.025252679200433593	2090.7	1	1
Tal2	Spry1	0.02518700656364904	2094.65	1	1
Myb	Dhrs1	0.025035633253004664	2788.2	5	1
Rel	Spry1	0.024989349517970483	2324.05	3	1
Cux1	Golm1	0.024930558597387055	2095.55	1	1
Atf6	Gja1	0.024873207594736345	2094.55	1	1
Zfp53	Tfg	0.024858883489699835	2094.45	1	1
Zbed4	Anapc1	0.02482964776511324	2089.5	1	1
Rxrb	Spry1	0.024815184818351176	2321.15	2	1
Crem	Dazap2	0.024807109413421756	2322.6	2	1
Cebpg	Riok3	0.02461078478913279	2089.3	1	1
Zbtb22	Ube2v1	0.02455217113865995	2789	4	1
Foxp1	Sh2d3c	0.02441614770711077	2092.4	2	1
Batf	Emb	0.024409981140685145	3017	7	1
Sp3	Aldh3a2	0.024388877478118333	2554.05	3	1
Klf7	Papss1	0.024331415381036826	2090.6	3	1
Creb1	Psph	0.024250203531669335	2324.4	2	1
Zfp654	Ube2v1	0.024124071304630946	2326.65	2	1
Fosl2	Dusp6	0.024015851740777795	2324.25	2	1
Klf10_Klf11	Dusp6	0.024015048663569283	2093	2	1
Bcl6	Dhrs1	0.02397096154902979	2323.35	2	1
Stat1	Ddr1	0.023869434345325104	2090.1	1	1
Zfp64	Aldh3a2	0.02380987668178931	2092.9	2	-1
Sp4	Tfg	0.023734653266821937	2324.8	2	1
Sp100	Papss1	0.023627846710920587	2323.6	3	1
Klf6	Aldh3a2	0.02360739208424677	2326.75	2	1
Atf6	Dusp6	0.023442632937343867	2092.3	1	-1
Nr4a2	Ube2v1	0.02342944164552365	2091.8	1	1
Tbx21	Emb	0.02338465840280196	2323.15	2	0
Erf	Tfg	0.02334001430529038	2089.3	1	1
Creb3l2	Dazap2	0.02328531528424883	2092.2	1	1
Pbx2	Riok3	0.023236422330383734	2326.5	3	1
Cebpb	Anapc1	0.023085792423646622	2092	1	-1
Bbx	Ube2v1	0.02291366168142739	2323.85	3	1
Rest	Dazap2	0.02268576810273869	2324.25	2	1
Creb3l2	Gja1	0.022635647606409303	2089.2	3	1
Rxrb	Ube2v1	0.0226135958025257	2555.4	3	1
Nfat5	Aldh3a2	0.022356386204825274	2089.1	1	1
Hmgb1	Ube2v1	0.022228077874336515	2781.85	4	1
Plagl2	Golm1	0.022144990455547818	2088.8	2	1
Hbp1	Tfg	0.022098656362749915	2088.45	1	1
Batf	Gja1	0.02200908199760051	2320.35	2	1
Drap1	Emb	0.022003222837603607	2091.3	2	1
Stat1	Ube2v1	0.021984091912936522	2322.6	3	1
Zbtb7a	Plod3	0.021782259142326323	2088.5	1	1
Klf10_Klf11	Ddr1	0.02176037281909058	2088.4	1	1
Rel	Tfg	0.02166628787086695	3017.35	7	1
Lyl1_Tal2	Emb	0.02134428274915149	2319.7	2	0
Atf3	Anapc1	0.021285734723917947	2087.95	2	-1
Zfp869	Ddr1	0.021200062842804058	2093.05	1	1
Aebp2	Gsn	0.021144720725057853	2322.7	2	-1
Atf3	Papss1	0.021125860646386295	2319.05	2	-1
Bcl6	Riok3	0.02108521160020489	2321.3	3	-1
Rara	Plod3	0.0209329964253947	2322.7	3	1
Zbtb17	Gsn	0.020924369034348946	2090.3	1	1
Fli1	Anapc1	0.02091671173324313	2319.95	2	-1
Nfatc1	Riok3	0.020579367849319696	2087.8	1	1
Rxra	Dusp6	0.020435366216262928	2087.8	1	1
Dr1	Ddr1	0.020390012980811202	2323.1	3	1
Zbtb1	Ddr1	0.02038295636290479	2087.7	1	1
Hif1a	Aldh3a2	0.020367318315264726	2089.9	1	-1
Eea1	Ube2v1	0.02023711363090993	2087.5	1	1
Stat5b	Gsn	0.02022677166197745	2554	5	1
Hbp1	Gja1	0.02007778409004187	2092.15	2	1
Stat1	Plod3	0.020026077095658512	2319.05	3	1
Zfp62	Golm1	0.019915655244479948	2090.95	1	1
Plagl1	Ddr1	0.019859502238172778	2322.5	3	1
Snapc2	Armcx2	0.01979209096151342	2321.05	2	1
Hbp1	Emb	0.019755764192807147	2090	1	-1
Sox4	Papss1	0.019752714828890506	2089.5	2	1
Trps1	Armcx2	0.019723483139481357	2317.1	2	1
Arid3a	Tfg	0.019706895619727695	2553.65	5	1
Eea1	Slc38a1	0.01967722105696764	2087.1	2	1
Ets1	Spry1	0.019601987748710414	2322.2	3	1
Pknox1	Armcx2	0.019587275169462605	2090.35	2	1
Ahctf1	Gsn	0.01956643064737833	2552.85	3	1
Irf2	Papss1	0.019556062266214945	2089	1	-1
Kdm2b	Slc38a1	0.01954012927997293	2087.5	1	1
Pbx2	Spry1	0.019533615124686775	2087.15	2	1
Ahr	Ddr1	0.019466446393075654	2318.65	2	1
Relb	Spry1	0.019371205190528873	2551.35	4	1
Ets1	Tfg	0.019351071327061885	2319.1	2	1
Junb	Emb	0.019335636505951805	2086.6	1	1
Zfp64	Anapc1	0.019318205253304677	2088.9	1	1
Atf2	Ddr1	0.019307285703905174	2089.95	1	1
Zfp202	Gja1	0.019296502301563233	2320.25	2	1
Sp110	Riok3	0.019252528355648457	2086.7	2	1
Rorc	Papss1	0.019198524392351056	2086.5	2	1
Phf1	Emb	0.01917380314696874	2320.5	3	1
Cebpg	Gsn	0.01904874847517376	2318.35	2	-1
Clock	Dazap2	0.01891987227746341	2090.55	1	-1
Zfp688	Dusp6	0.018892777047804222	2087	1	1
Tsc22d1	Armcx2	0.018873826526030334	2086.1	1	1
Thap7	Armcx2	0.018780188423368427	2089.6	1	1
Zfp277	Ube2v1	0.01870655106805722	2318.8	2	1
Gata3	Dazap2	0.01865703665253767	2321.35	2	1
Rel	Psph	0.018639872725974792	2085.7	1	1
Nfil3	Sh2d3c	0.018509490166329013	2319.85	3	-1
Gata3	Gsn	0.018492416063067996	2551.55	4	1
Zfp703	Aldh3a2	0.018384507682204797	2085.6	1	-1
Relb	Aldh3a2	0.018270786779490233	2086.4	2	1
Phf1	Papss1	0.01826209293256532	2090.05	1	1
Rora	Plod3	0.018174803639217696	2085.6	1	1
Pbx2	Emb	0.018141428494236788	2551.15	3	1
Ikzf4	Dusp6	0.017948377615302623	2085.3	1	1
Nfkb2	Gja1	0.017924588576282575	2086.45	1	1
Cenpb	Ube2v1	0.01778672076990794	2319	2	1
Litaf	Sh2d3c	0.017732396720836097	2088.6	1	1
Zbtb7b	Dazap2	0.017580339127592205	2087.9	1	-1
Zfp526	Dhrs1	0.017545670485393648	2086.25	1	-1
Zfp322a	Spry1	0.01745961626364926	2087.8	1	1
Rel	Aldh3a2	0.017405247405099668	2085.1	1	1
Zhx1	Aldh3a2	0.017227076372299477	2089.25	1	-1
Hmga1_Hmga1-rs1	Ddr1	0.017068728787840957	2087.5	1	1
Nr1d2	Plod3	0.01701115966327522	2085.85	1	1
Nr4a1	Psph	0.016891850106742646	2085.1	2	1
Thap7	Papss1	0.016871092734742344	2085.75	1	1
Mxi1	Ddr1	0.01682728212639504	2084.7	1	1
Zfp617	Armcx2	0.01681443861797859	2088.85	1	-1
Zbtb44	Spry1	0.01678567187604898	2084.8	1	-1
Mafg	Gsn	0.01670642513313596	2084.7	1	1
Tbx21	Anapc1	0.01662214670633879	2084.6	1	1
Satb1	Emb	0.016558589506909815	2550.1	4	1
Zbtb7a	Slc38a1	0.01654258708152887	2084.5	1	1
Foxn2	Ube2v1	0.01648213587978121	2087.8	1	1
Thap7	Anapc1	0.016383560464455972	2088.05	1	-1
Pou2f2	Psph	0.01630753198517467	2087.5	1	1
Kdm2b	Ube2v1	0.016196296823261902	2549.15	5	1
Pbx2	Papss1	0.016193741727640053	2084.4	1	-1
Rxrb	Psph	0.016161485842164536	2316.05	2	1
Clock	Ddr1	0.016160141343782075	2088.45	1	1
Stat4	Tfg	0.0161408830351489	2780.5	4	1
Irf2	Anapc1	0.01604075080629507	2319.5	2	0
Jun	Gja1	0.01594921150558686	2317.3	4	-1
Zfp526	Ube2v1	0.015887970317556066	2084.2	1	1
Kdm2b	Tfg	0.015872226267116752	2086.7	2	1
Sp4	Psph	0.015735971010924034	2547.4	3	1
Elk3	Golm1	0.015634956159168288	2084.1	1	1
Sp100	Dusp6	0.015622315547569442	2319	2	-1
Bach1	Gja1	0.015587015185982479	2548.55	3	1
Ahctf1	Ube2v1	0.015550714420374779	2551.1	5	1
Cebpg	Gja1	0.01551910912650456	2084	1	1
Bach1	Emb	0.015515771996187677	2084	1	-1
Zfp281	Slc38a1	0.015402478618800975	2317.9	3	1
Snapc2	Riok3	0.015391390521724769	2316.9	2	1
Zfp644	Armcx2	0.015339671073783746	2083.8	1	-1
Zfp472	Papss1	0.015106956662002291	2086	2	1
Ankzf1	Psph	0.015096489372075006	2318.7	3	1
Rela	Dazap2	0.015087016935526299	2087.85	1	1
Zfp281	Ube2v1	0.015061248678185113	2086.5	2	1
Klf3	Papss1	0.014986402656793263	2084.65	1	-1
Ddit3	Anapc1	0.014969375950865504	2083.5	1	1
Tbx21	Dusp6	0.014949899186738325	2083.3	2	1
Runx1	Tfg	0.01483947202534922	2086.4	1	1
Zeb2	Dusp6	0.014813541887149196	2549.3	3	1
Hmga1_Hmga1-rs1	Dazap2	0.014765653185265093	2312.65	4	1
Nr4a2	Armcx2	0.014698137337701445	2085.7	1	1
Atf3	Sh2d3c	0.014544151938874473	2315.2	2	-1
Arid3b	Slc38a1	0.01443777987667062	2316	3	-1
Zfp53	Riok3	0.014252545979798492	2083	2	1
Ets2	Aldh3a2	0.01414483365299678	2083.3	1	1
Plagl2	Aldh3a2	0.014105174370748375	2086	1	1
Arid2	Riok3	0.014020287347405392	2085.9	1	-1
Clock	Slc38a1	0.013963798686231165	2082.9	1	1
Pknox1	Ube2v1	0.013864803300702323	2082.8	1	1
Mef2d	Emb	0.01385818665993226	2082.7	1	-1
Kdm2b	Armcx2	0.013698612548791678	2085.8	1	-1
Zfp526	Gja1	0.01363676263483089	2082.9	1	1
Hes6	Psph	0.013599715724309324	2083.65	1	1
Fosb	Riok3	0.013487659853014	2082.6	1	1
Mafg	Emb	0.013164060402766386	2084.8	3	1
Hmgb3	Golm1	0.013063282082085648	2312.8	3	1
Myc	Gsn	0.012950886611521361	2082.2	1	-1
Foxo3	Golm1	0.012912474244523697	2083.15	1	1
Hif3a	Sh2d3c	0.012785448508287379	2084.95	1	-1
Rreb1	Armcx2	0.012773176922318063	2082.1	1	1
Bcl6	Ube2v1	0.012750710320287273	2315.35	2	1
Dzip1	Papss1	0.01269820712105132	2085.55	2	1
Satb1	Papss1	0.012680933372970049	2081.9	1	1
Irf2	Ube2v1	0.012537455689251142	2313.25	2	-1
Arid2	Anapc1	0.012389374748393678	2081.6	2	1
Cenpb	Psph	0.012315512549016316	2081.5	3	-1
Nr4a2	Dazap2	0.012304545528373668	2084	1	1
Atf2	Dusp6	0.01220458523605088	2084.15	1	1
Ikzf4	Ddr1	0.012177243282090976	2081.2	1	1
Nfkb2	Ube2v1	0.012099704206926543	2081.8	1	-1
Zfp64	Dhrs1	0.012080088858475469	2315.95	2	-1
Zfp386	Tfg	0.012055943188998719	2083.8	1	1
Zbtb1	Gja1	0.012005667898603634	2081.7	1	1
Irf1	Spry1	0.011996995691338053	2085.35	2	-1
Srebf2	Plod3	0.011952344527145253	2085.15	1	1
Zeb2	Psph	0.01192487712190513	2085.05	1	1
Nr4a2	Papss1	0.011906206804142162	2312.55	2	1
Ddit3	Psph	0.011906114855315697	2315.1	2	-1
Foxo1	Dhrs1	0.011905081056855348	2081	1	1
Pou2af1	Dusp6	0.011820961669386454	2083.6	2	1
Lyl1_Tal2	Riok3	0.011800130852224821	2315.65	3	1
Atf5	Anapc1	0.01173912179785761	2080.8	3	1
Cic	Ube2v1	0.011637243668495612	2084.45	1	1
Crem	Spry1	0.01162501165711618	2080.6	1	1
Ankzf1	Ddr1	0.011398995157497083	2083.6	1	-1
Sp4	Papss1	0.011356759117630167	2083.5	1	-1
Dr1	Riok3	0.011266826796272666	2083.2	1	1
Tsc22d1	Ube2v1	0.011061103503729696	2083.15	1	1
Elk4	Ube2v1	0.011013076609179195	2312.85	2	1
Smad4	Spry1	0.010911076823821985	2080.6	2	1
Sp4	Armcx2	0.010815834669067381	2081.55	1	-1
Egr2	Gsn	0.010808693261775993	2544.85	3	-1
Klf10	Slc38a1	0.010751459063622914	2082.6	2	-1
Bhlhe40	Dazap2	0.010673274592220483	2080.4	2	0
Zfp275	Riok3	0.010654954038626962	2080.4	1	1
Rara	Aldh3a2	0.010561550460636882	2081.35	1	1
Hes6	Tfg	0.01046904664069318	2083.65	1	1
Klf3	Dazap2	0.010353062358857778	2080.1	1	1
Gm6710	Spry1	0.010294477151270376	2543.85	5	1
E4f1	Slc38a1	0.010267502148598917	2080.3	1	1
Foxk2_Foxp1...	Dhrs1	0.010024799785684635	2311.25	3	1
Crem	Plod3	0.009956308007964598	2080.85	1	-1
Mafg	Dazap2	0.009923648392823493	2081.7	1	1
Nfe2l2	Plod3	0.009882812286550491	2080.1	2	1
Jun	Sh2d3c	0.009813694697297159	2080.65	1	-1
Rlf	Aldh3a2	0.00969831579646373	2082.95	1	1
Creb3l2	Dusp6	0.009665483054043245	2309.6	2	-1
Ahr	Papss1	0.00964434553990331	2081.4	1	-1
Creb1	Dazap2	0.009615937124323227	2079.8	1	1
Zbtb44	Emb	0.009529063955487171	2081.6	1	1
Elk3	Tfg	0.009500752200085727	2081.5	2	1
Zfp472	Dazap2	0.00934580688979154	2081	1	1
Fli1	Tfg	0.009338475380619904	2081.3	1	1
Satb1	Ube2v1	0.00933272028771367	2082.55	1	1
Srf	Dazap2	0.009314601490714568	2080.15	1	1
Klf10	Golm1	0.00929100967398897	2080.9	1	1
Kdm5b	Dusp6	0.009092049244463307	2081.35	1	1
Zfp322a	Papss1	0.009086217980543931	2079.5	1	1
Klf3	Gja1	0.00897340041272282	2081.15	1	1
Bcl6	Gsn	0.008913099901383037	2079.75	2	1
Arid3b	Ube2v1	0.008895091270223022	2312.4	2	1
