TF	Gene	Variance_Explained	Rank	Count	Sign
Klf10_Klf11	Slc38a1	0.17404775700028155	2881.15	2	1
Bhlhe40	Sh2d3c	0.1740176317218754	2882.45	2	-1
Hes6	Dazap2	0.17384631985345136	3348.9	4	1
Pou6f1	Sh2d3c	0.17311859689269365	2881.05	2	1
Pbx2	Golm1	0.17286138452001548	3116.55	3	1
Ddit3	Psph	0.17179571107260186	2883.05	2	1
Arid3b	Armcx2	0.1715723259480622	4061.85	7	1
Rora	Emb	0.1711024274874038	3116.75	3	-1
Stat1	Dusp6	0.1709420708860578	2884.65	2	-1
Cebpg	Gja1	0.17037188730552413	2883.1	2	1
Srebf1	Tfg	0.17022310496717688	2882.3	2	1
Elk3	Gsn	0.16946533945368358	2882.2	2	1
Tsc22d1	Gsn	0.1682340205687598	2882.3	2	-1
Kdm5b	Armcx2	0.16675466950543374	3120.25	3	1
Mxd4	Psph	0.16669420197307605	2881.2	2	-1
Atf5	Golm1	0.1664909028879425	2878.75	2	1
Nfkb2	Emb	0.16592752144854825	2882	2	-1
Klf7	Tfg	0.16561195562166256	2881.4	2	1
Drap1	Aldh3a2	0.16555100452023935	3346.75	4	1
Foxn2	Dusp6	0.16515653465773128	2877.75	2	1
Gabpa	Plod3	0.16514457941732658	3111.55	3	1
Lyl1_Tal2	Sh2d3c	0.16479305081441015	3349.9	4	1
Arid3a	Sh2d3c	0.1640666231467251	2881.05	2	1
Gata3	Riok3	0.16338961332554966	3348.8	4	1
Hif1a	Dhrs1	0.1630025754239302	3351.65	4	1
Foxp1	Spry1	0.16280274009683965	2884.2	2	1
Gm6710	Gja1	0.16246001160041046	3352.95	4	1
Stat4	Slc38a1	0.16244912330561703	3112.5	3	1
Bcl6	Slc38a1	0.16180929709624423	3347.95	4	-1
Plagl2	Dusp6	0.16079813162933032	3117.2	3	-1
Cebpb	Dusp6	0.15999359296674948	2884	2	1
Arid2	Psph	0.1590861323365992	2879.4	2	1
Sp3	Psph	0.15908259094217056	3587.15	5	1
Cebpb	Psph	0.15853370752521379	3583.95	5	1
Zfp386	Emb	0.15849353574012956	2882.9	2	1
Fli1	Sh2d3c	0.1582743810716974	3113.45	3	-1
Deaf1	Spry1	0.15817566230553234	2878.65	2	1
Arid3b	Slc38a1	0.15816120753885618	3116.75	3	-1
Rest	Emb	0.15765554221366357	3113.7	3	-1
