TF	Gene	Variance_Explained	Rank	Count	Sign
Bcl11b	Anapc1	0.5338138915220882	4910.5	2	1
Zbtb1	Slc38a1	0.5278950326159154	4913.5	2	1
Hbp1	Dusp6	0.5145090103744819	4912	2	1
Jun	Slc38a1	0.5063013390545903	4910	2	1
Foxn2	Armcx2	0.5046313955709141	4917	2	1
Ets2	Dazap2	0.4875795411457086	4907.5	2	1
Fli1	Riok3	0.47903704707147116	4908.5	2	1
Stat2	Sh2d3c	0.47360738992075485	3695	1	1
Atf5	Gsn	0.4673069942522146	4910	2	1
Fli1	Golm1	0.4606925089495576	3693.5	1	-1
Irf9	Ube2v1	0.45390663244754503	4907.5	2	1
Stat3	Ddr1	0.44896076603068097	3691	1	1
Rxra	Anapc1	0.44215970959208006	3689.5	1	1
Zfp568	Dusp6	0.44091471084625306	3698.75	1	1
Nfil3	Tfg	0.44029192526938077	3688.5	1	1
Relb	Spry1	0.43814979545906946	4901	2	1
Hmga1	Ube2v1	0.4375608400893217	4898	2	1
Ankzf1	Ddr1	0.4303037581539674	3688	1	1
Elk3	Aldh3a2	0.4251445475378516	4908	2	1
Ahctf1	Gja1	0.4234531261848252	3687	1	1
Runx2	Sh2d3c	0.42308954782643954	3696.75	1	1
Foxo3	Aldh3a2	0.4230730790536794	3696.25	1	1
E2f1	Sh2d3c	0.4197112426102964	3686	1	1
Nr4a3	Plod3	0.41848993371870724	3685.5	1	1
Bcl6	Papss1	0.416357224820818	4891.5	2	1
Irf7	Plod3	0.4141440547849639	3684.5	1	1
Irf1	Emb	0.4128692225601158	4895	2	-1
Zhx1	Riok3	0.4084517104939744	4894	2	1
Egr2	Gsn	0.4084252312990487	3693.25	1	1
Stat4	Slc38a1	0.404808524556702	3684	1	1
Ahctf1	Plod3	0.3998500591711516	3691.25	1	1
Foxo1	Dhrs1	0.3961391373373203	3683.5	1	1
Atf5	Emb	0.3954008383046911	3690.75	1	1
